number,event_time,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built
21419,2024-12-12T02:54:13Z,2014,729999,2,2,1686,1630,2,3,10,1330,300,2014
13842,2024-12-12T02:54:13Z,2015,670000,3,2,10078,2570,1,3,8,2570,0,1965
20413,2024-12-12T02:54:13Z,2014,529950,3,2,1250,1240,3,3,8,1240,0,2014
14908,2024-12-12T02:54:13Z,2014,234999,3,1,8912,1330,1,3,6,1330,0,1948
17874,2024-12-12T02:54:13Z,2015,334200,3,1,45302,1410,1,3,7,1410,0,1980
8814,2024-12-12T02:54:13Z,2014,350000,1,1,4590,790,1,3,6,790,0,1911
2990,2024-12-12T02:54:13Z,2014,765000,5,1,15143,2440,1,4,8,1740,700,1944
2621,2024-12-12T02:54:13Z,2015,490000,3,1,6380,1600,1,3,7,1400,200,1939
2589,2024-12-12T02:54:13Z,2014,134000,2,1,5000,980,2,3,7,980,0,1922
2746,2024-12-12T02:54:13Z,2015,405000,4,2,9359,2620,2,3,9,2620,0,1987
18964,2024-12-12T02:54:13Z,2015,890000,6,3,5000,2770,1,3,8,1870,900,1969
21435,2024-12-12T02:54:13Z,2014,494995,5,2,3800,2670,2,3,8,2670,0,2014
1794,2024-12-12T02:54:13Z,2015,950000,4,3,4800,2420,1,3,7,1520,900,1919
6127,2024-12-12T02:54:13Z,2014,309950,2,2,1607,1460,2,3,8,1460,0,2007
19813,2024-12-12T02:54:13Z,2014,335606,3,2,4600,2538,2,3,8,2538,0,2013
13412,2024-12-12T02:54:13Z,2015,829000,4,2,59677,2970,1,4,8,1610,1360,1973
319,2024-12-12T02:54:13Z,2014,268750,4,1,8775,800,1,3,6,800,0,1943
15980,2024-12-12T02:54:13Z,2015,499950,3,2,129578,3230,1,4,8,2100,1130,1964
10500,2024-12-12T02:54:13Z,2014,476000,3,2,3070,1630,2,3,7,1630,0,2004
12403,2024-12-12T02:54:13Z,2014,253500,2,1,4800,810,1,3,7,810,0,1948
1971,2024-12-12T02:54:13Z,2015,250000,1,0,87120,940,1,3,6,940,0,1944
4111,2024-12-12T02:54:13Z,2015,649950,3,2,387684,3310,1,3,8,2160,1150,1919
6984,2024-12-12T02:54:13Z,2014,1210000,3,3,24740,5400,2,3,11,5400,0,1997
21084,2024-12-12T02:54:13Z,2014,680000,4,3,3763,2510,2,3,8,1990,520,2013
11654,2024-12-12T02:54:13Z,2014,415885,3,1,4163,1310,1,4,7,1310,0,1964
20820,2024-12-12T02:54:13Z,2014,452000,2,2,1131,1260,3,3,8,1260,0,2006
8213,2024-12-12T02:54:13Z,2014,190000,1,0,29258,930,1,3,6,930,0,1941
4785,2024-12-12T02:54:13Z,2015,429000,3,2,8820,2530,2,3,8,2530,0,1997
15952,2024-12-12T02:54:13Z,2014,264500,3,1,14040,1580,1,3,7,1050,530,1980
7590,2024-12-12T02:54:13Z,2014,390000,3,2,2875,1640,2,3,6,1240,400,1983
16876,2024-12-12T02:54:13Z,2015,460000,2,1,4650,850,1,3,7,850,0,1975
13609,2024-12-12T02:54:13Z,2015,575000,4,2,9491,2280,1,4,7,1290,990,1966
18234,2024-12-12T02:54:13Z,2014,522500,3,1,9030,1520,1,3,7,1520,0,1956
12622,2024-12-12T02:54:13Z,2014,518000,3,1,8000,1430,1,4,7,1430,0,1956
4186,2024-12-12T02:54:13Z,2014,360000,3,2,8846,1960,1,4,6,980,980,1940
17524,2024-12-12T02:54:13Z,2015,445000,2,1,4800,950,1,3,6,950,0,1941
17747,2024-12-12T02:54:13Z,2015,261500,3,1,8174,1410,1,3,8,1410,0,1958
5868,2024-12-12T02:54:13Z,2015,490000,3,2,11900,2410,1,4,9,1600,810,1989
4244,2024-12-12T02:54:13Z,2014,865000,4,3,99170,3400,1,4,8,2000,1400,1980
13055,2024-12-12T02:54:13Z,2015,590000,4,2,29013,2940,2,3,10,2940,0,1992
4098,2024-12-12T02:54:13Z,2014,1055000,3,3,189852,2990,2,4,10,2990,0,1974
2754,2024-12-12T02:54:13Z,2014,866059,5,3,4797,3130,2,3,9,2570,560,2014
16201,2024-12-12T02:54:13Z,2015,447000,2,1,7500,720,1,3,6,720,0,1925
8912,2024-12-12T02:54:13Z,2014,465000,3,2,117176,2560,1,4,9,1280,1280,1977
17884,2024-12-12T02:54:13Z,2014,360000,2,1,6098,930,1,4,6,930,0,1919
1280,2024-12-12T02:54:13Z,2014,445000,3,2,4565,2470,2,3,7,2470,0,2005
9090,2024-12-12T02:54:13Z,2014,499950,3,1,6380,980,1,3,7,760,220,1941
8763,2024-12-12T02:54:13Z,2014,655000,5,3,12353,3690,2,5,9,3690,0,1977
11886,2024-12-12T02:54:13Z,2015,215000,2,2,2521,1180,2,3,6,1180,0,2005
20115,2024-12-12T02:54:13Z,2014,535000,5,2,6389,2620,2,3,9,2620,0,2007
10591,2024-12-12T02:54:13Z,2014,392000,4,3,3797,2220,1,4,6,1330,890,1917
7349,2024-12-12T02:54:13Z,2015,500000,3,2,11454,2050,1,3,8,2050,0,1987
167,2024-12-12T02:54:13Z,2015,807100,4,2,4499,2680,2,3,9,2680,0,1999
14260,2024-12-12T02:54:13Z,2015,712000,3,2,5100,1700,1,4,7,1500,200,1924
15090,2024-12-12T02:54:13Z,2015,245000,3,2,7008,1440,1,3,7,1440,0,1985
261,2024-12-12T02:54:13Z,2014,237000,3,1,8470,1270,1,4,7,1270,0,1960
9793,2024-12-12T02:54:13Z,2014,675000,3,2,4134,2250,2,3,9,2250,0,2004
715,2024-12-12T02:54:13Z,2014,250000,4,1,7140,1710,1,5,7,1010,700,1968
9234,2024-12-12T02:54:13Z,2014,169100,3,2,18304,1050,1,4,7,1050,0,1953
5599,2024-12-12T02:54:13Z,2015,350000,4,2,11659,2500,1,3,9,1490,1010,1979
12619,2024-12-12T02:54:13Z,2014,352450,3,2,6000,1430,1,5,7,1430,0,1945
146,2024-12-12T02:54:13Z,2014,890000,4,1,4000,2550,2,3,8,2370,180,1905
445,2024-12-12T02:54:13Z,2014,400000,3,1,9102,1920,1,3,7,1920,0,1968
2073,2024-12-12T02:54:13Z,2014,235000,2,1,5000,870,1,3,6,870,0,1949
13457,2024-12-12T02:54:13Z,2014,634950,3,3,2650,2180,1,5,8,1410,770,1930
19247,2024-12-12T02:54:13Z,2014,178500,3,1,8470,1200,1,5,7,1200,0,1961
13827,2024-12-12T02:54:13Z,2015,339100,4,2,10655,2350,2,3,8,2350,0,1992
7379,2024-12-12T02:54:13Z,2015,713000,3,2,1850,2310,2,3,10,2020,290,2011
7241,2024-12-12T02:54:13Z,2014,315000,4,2,8400,2740,1,3,8,2740,0,1993
16450,2024-12-12T02:54:13Z,2015,515000,4,2,8947,1910,1,4,8,1160,750,1970
6782,2024-12-12T02:54:13Z,2015,398500,4,2,6064,2250,2,3,8,2250,0,2005
3451,2024-12-12T02:54:13Z,2014,735000,4,2,5102,2270,1,5,8,1340,930,1954
18826,2024-12-12T02:54:13Z,2014,760000,3,2,147856,4040,2,3,9,4040,0,2004
1126,2024-12-12T02:54:13Z,2014,170000,3,1,5670,1480,1,3,6,780,700,1944
1396,2024-12-12T02:54:13Z,2014,1062500,4,4,20041,5320,2,3,11,5320,0,2003
8759,2024-12-12T02:54:13Z,2015,411500,3,1,8159,1130,1,4,7,1130,0,1954
18002,2024-12-12T02:54:13Z,2014,969950,3,2,3750,2830,3,3,10,2830,0,2014
12056,2024-12-12T02:54:13Z,2014,317000,3,1,5400,1010,1,3,6,1010,0,1959
9989,2024-12-12T02:54:13Z,2014,388500,4,2,5395,1890,2,3,7,1890,0,2006
20772,2024-12-12T02:54:13Z,2014,563500,3,2,1312,1400,3,3,8,1400,0,2007
13634,2024-12-12T02:54:13Z,2014,353500,4,2,9239,1770,2,3,7,1770,0,2004
11486,2024-12-12T02:54:13Z,2015,390000,4,2,9200,2290,1,3,7,2290,0,1920
1888,2024-12-12T02:54:13Z,2014,580000,3,2,11000,2200,2,3,9,2200,0,1978
9993,2024-12-12T02:54:13Z,2014,655000,4,2,5669,2990,2,3,8,2990,0,2003
2477,2024-12-12T02:54:13Z,2015,1215000,4,2,9600,2570,2,4,9,2570,0,1962
4364,2024-12-12T02:54:13Z,2014,318000,3,2,1017,1250,3,3,8,1250,0,2008
3802,2024-12-12T02:54:13Z,2015,225000,3,1,9295,1000,1,3,7,1000,0,1955
20077,2024-12-12T02:54:13Z,2014,1035290,4,2,5932,2830,2,3,9,2830,0,2014
12148,2024-12-12T02:54:13Z,2015,895000,4,1,6200,3390,2,4,8,2530,860,1916
6049,2024-12-12T02:54:13Z,2014,675000,4,2,36601,2560,2,4,9,2560,0,1987
15645,2024-12-12T02:54:13Z,2014,267000,3,1,8160,1090,1,3,7,1090,0,1967
14560,2024-12-12T02:54:13Z,2014,330000,4,2,3784,1940,2,3,8,1940,0,2003
5309,2024-12-12T02:54:13Z,2014,535000,3,2,7620,2210,2,3,8,2210,0,1994
4593,2024-12-12T02:54:13Z,2015,900000,3,2,7200,1920,2,3,10,1780,140,1997
7268,2024-12-12T02:54:13Z,2014,195000,3,1,14777,1190,1,4,7,1190,0,1965
238,2024-12-12T02:54:13Z,2014,800000,3,3,221284,3830,2,3,10,3530,300,1993
20155,2024-12-12T02:54:13Z,2014,395000,2,2,1841,1620,2,3,8,1540,80,2004
12204,2024-12-12T02:54:13Z,2014,1300000,5,4,7800,3366,2,3,8,2966,400,1937
17550,2024-12-12T02:54:13Z,2014,330000,3,1,4950,1170,1,4,7,1170,0,1960
188,2024-12-12T02:54:13Z,2015,615000,4,1,2400,1330,1,4,6,1330,0,1901
2181,2024-12-12T02:54:13Z,2015,1550000,5,2,20805,2450,2,4,9,2450,0,1963
14201,2024-12-12T02:54:13Z,2015,450000,7,3,8625,2830,1,4,8,1830,1000,1957
4926,2024-12-12T02:54:13Z,2014,820000,3,2,18935,2980,1,3,11,2980,0,1990
18646,2024-12-12T02:54:13Z,2015,247500,3,1,11060,1660,1,4,7,1110,550,1962
13854,2024-12-12T02:54:13Z,2014,295000,4,2,5720,1830,2,3,7,1830,0,2003
14399,2024-12-12T02:54:13Z,2015,396000,3,2,9766,1680,2,3,7,1680,0,1989
15336,2024-12-12T02:54:13Z,2014,276000,3,1,8040,870,1,3,7,870,0,1953
13018,2024-12-12T02:54:13Z,2014,337000,3,1,6109,1070,1,5,7,1070,0,1951
16858,2024-12-12T02:54:13Z,2015,280000,3,2,8426,1970,2,3,8,1970,0,1992
11255,2024-12-12T02:54:13Z,2014,150000,2,1,1934,1360,2,4,7,1360,0,1978
9920,2024-12-12T02:54:13Z,2015,535000,3,2,3600,2490,2,3,8,2290,200,1906
10369,2024-12-12T02:54:13Z,2015,680000,2,1,6000,2140,1,4,7,1070,1070,1946
6832,2024-12-12T02:54:13Z,2015,428000,4,2,5602,1950,1,5,7,1120,830,1966
10076,2024-12-12T02:54:13Z,2014,380000,3,1,10870,1750,1,5,7,1750,0,1968
9593,2024-12-12T02:54:13Z,2014,700000,2,1,12000,1300,1,4,8,1300,0,1959
6574,2024-12-12T02:54:13Z,2014,303000,4,2,6783,2100,2,3,8,2100,0,2003
7567,2024-12-12T02:54:13Z,2014,270000,3,1,6337,1500,1,5,7,1500,0,1953
3145,2024-12-12T02:54:13Z,2014,580000,3,2,1937,1590,2,3,8,1590,0,2004
4469,2024-12-12T02:54:13Z,2014,468000,3,2,6300,1570,1,3,7,820,750,1953
12756,2024-12-12T02:54:13Z,2014,765000,4,2,38119,3190,2,3,9,3190,0,1988
17607,2024-12-12T02:54:13Z,2014,407193,4,2,14653,1880,2,3,8,1880,0,1978
5307,2024-12-12T02:54:13Z,2014,1122500,4,3,62365,4750,2,3,11,4750,0,1988
12444,2024-12-12T02:54:13Z,2014,610000,4,1,29110,1830,2,3,8,1230,600,1990
17119,2024-12-12T02:54:13Z,2015,450500,2,1,3698,1330,1,3,7,1330,0,1952
15346,2024-12-12T02:54:13Z,2014,450000,3,2,1961,1480,2,3,8,1480,0,2005
17360,2024-12-12T02:54:13Z,2014,840000,4,1,4000,2330,2,5,8,1300,1030,1924
18909,2024-12-12T02:54:13Z,2014,234000,3,2,5280,1640,1,5,6,1640,0,1910
20409,2024-12-12T02:54:13Z,2015,461000,3,2,998,1620,2,3,8,1540,80,2012
10750,2024-12-12T02:54:13Z,2015,699950,4,3,12793,3674,2,3,9,3674,0,1987
10109,2024-12-12T02:54:13Z,2014,624800,3,2,14274,2250,1,4,8,1500,750,1964
3498,2024-12-12T02:54:13Z,2014,690000,3,2,5100,1610,1,5,8,1610,0,1940
17191,2024-12-12T02:54:13Z,2014,997950,4,3,117176,4270,2,3,9,4270,0,2008
4985,2024-12-12T02:54:13Z,2014,567500,3,1,3060,1440,1,4,7,1440,0,1910
5194,2024-12-12T02:54:13Z,2014,669950,4,2,11877,2670,2,3,9,2670,0,1996
7085,2024-12-12T02:54:13Z,2015,318200,3,2,3644,1990,2,3,7,1990,0,2010
11744,2024-12-12T02:54:13Z,2015,400000,2,2,1173,1050,2,3,8,720,330,2004
16880,2024-12-12T02:54:13Z,2014,407500,3,2,10460,1930,2,3,8,1930,0,1996
14829,2024-12-12T02:54:13Z,2015,840000,3,3,6250,3570,2,3,10,2710,860,1985
3646,2024-12-12T02:54:13Z,2014,267000,3,1,10875,1740,1,4,7,1020,720,1962
7300,2024-12-12T02:54:13Z,2014,570000,2,1,4025,1540,1,4,7,1190,350,1908
6279,2024-12-12T02:54:13Z,2014,885000,4,2,3560,2730,1,3,8,1550,1180,1921
21341,2024-12-12T02:54:13Z,2015,895950,5,2,9255,3180,2,3,9,3180,0,2014
1991,2024-12-12T02:54:13Z,2014,299000,3,1,14270,1730,1,3,7,1730,0,1959
11062,2024-12-12T02:54:13Z,2015,570000,2,1,6685,1500,1,3,7,1190,310,1926
8859,2024-12-12T02:54:13Z,2014,453500,5,2,23345,2300,1,5,7,1170,1130,1967
19347,2024-12-12T02:54:13Z,2014,535000,4,1,5000,1420,1,4,7,1420,0,1945
18251,2024-12-12T02:54:13Z,2015,339900,3,2,4675,1470,2,3,7,1470,0,1999
9548,2024-12-12T02:54:13Z,2014,417000,2,1,6600,920,1,3,6,920,0,1919
13556,2024-12-12T02:54:13Z,2015,370000,3,1,8480,2150,1,3,8,1610,540,1951
16273,2024-12-12T02:54:13Z,2014,185000,2,1,11340,1390,1,4,7,1390,0,1969
19187,2024-12-12T02:54:13Z,2014,187300,2,1,7697,1310,1,3,6,850,460,1950
11196,2024-12-12T02:54:13Z,2014,209000,3,1,6900,1330,1,3,7,1330,0,1976
6212,2024-12-12T02:54:13Z,2015,510000,4,2,7800,1840,1,3,8,1240,600,1972
13960,2024-12-12T02:54:13Z,2014,695000,4,2,12146,2961,2,3,9,2961,0,1998
16691,2024-12-12T02:54:13Z,2014,429000,3,2,15124,1920,2,3,8,1920,0,1995
20511,2024-12-12T02:54:13Z,2014,772000,3,2,1204,1640,3,3,8,1640,0,2014
17290,2024-12-12T02:54:13Z,2014,380000,4,2,11500,2270,1,3,8,1540,730,1967
16175,2024-12-12T02:54:13Z,2014,533000,5,2,3780,1800,1,3,7,1400,400,1926
8501,2024-12-12T02:54:13Z,2014,911100,4,3,33826,3330,2,5,8,3330,0,1924
4838,2024-12-12T02:54:13Z,2015,248000,3,1,19501,1840,1,4,8,1270,570,1972
53,2024-12-12T02:54:13Z,2015,585000,2,1,8550,1980,1,3,7,990,990,1981
12322,2024-12-12T02:54:13Z,2014,259950,2,1,6542,770,1,3,6,770,0,1948
1328,2024-12-12T02:54:13Z,2014,1200000,4,2,3360,2120,2,3,9,2120,0,1905
339,2024-12-12T02:54:13Z,2015,245000,3,1,11547,1740,1,3,7,1740,0,1954
1687,2024-12-12T02:54:13Z,2014,374000,3,1,9416,2000,1,4,6,2000,0,1961
8974,2024-12-12T02:54:13Z,2014,482500,3,2,1445,1450,2,3,7,980,470,2005
3928,2024-12-12T02:54:13Z,2015,1300000,3,2,16365,4120,1,3,12,4120,0,1999
8851,2024-12-12T02:54:13Z,2015,750000,3,2,21043,2790,2,3,9,2790,0,1993
5341,2024-12-12T02:54:13Z,2015,595000,5,3,10064,2980,1,3,7,1680,1300,1940
6653,2024-12-12T02:54:13Z,2014,168000,3,1,7210,1200,1,4,6,1200,0,1977
20807,2024-12-12T02:54:13Z,2014,182568,4,1,2106,1500,2,3,7,1500,0,2014
5001,2024-12-12T02:54:13Z,2014,1025000,4,3,19850,3320,1,4,10,2040,1280,1977
20740,2024-12-12T02:54:13Z,2014,497000,3,2,1353,1460,2,3,8,1050,410,2012
2998,2024-12-12T02:54:13Z,2014,259500,3,1,12349,1650,1,3,7,1650,0,1957
15788,2024-12-12T02:54:13Z,2015,572000,3,1,22767,1850,1,5,6,1850,0,1908
12603,2024-12-12T02:54:13Z,2014,470950,3,2,16420,2560,2,4,8,2560,0,1989
17010,2024-12-12T02:54:13Z,2015,290000,3,2,6685,1360,1,3,7,1360,0,1952
1952,2024-12-12T02:54:13Z,2015,232500,3,2,9760,1370,1,4,7,1110,260,1979
21047,2024-12-12T02:54:13Z,2015,302059,4,2,745,1390,3,3,7,1390,0,2008
4395,2024-12-12T02:54:13Z,2015,475000,3,3,2554,2010,2,3,7,1860,150,2001
15189,2024-12-12T02:54:13Z,2015,540000,3,1,25992,2590,1,3,8,1970,620,1968
17803,2024-12-12T02:54:13Z,2014,705000,3,2,6250,1460,1,4,7,1460,0,1912
1583,2024-12-12T02:54:13Z,2015,1175000,4,2,7220,2590,2,4,10,2590,0,1930
18581,2024-12-12T02:54:13Z,2015,427500,3,1,16200,1430,1,4,7,1430,0,1967
12502,2024-12-12T02:54:13Z,2014,705000,4,2,4316,2650,1,3,8,1520,1130,1905
3784,2024-12-12T02:54:13Z,2014,440000,3,1,1286,1290,3,3,7,1290,0,2000
8521,2024-12-12T02:54:13Z,2014,565000,5,2,11455,2650,1,3,7,1400,1250,1961
18003,2024-12-12T02:54:13Z,2014,715000,3,1,7680,1610,1,3,6,900,710,1956
12862,2024-12-12T02:54:13Z,2015,595000,4,3,35736,3680,1,4,8,2320,1360,1970
1386,2024-12-12T02:54:13Z,2014,719000,3,2,9307,2120,2,4,9,2120,0,1984
13191,2024-12-12T02:54:13Z,2014,380000,4,2,7980,1860,1,4,8,1860,0,1966
1272,2024-12-12T02:54:13Z,2014,2300000,4,3,8570,4250,2,3,9,4250,0,2004
9103,2024-12-12T02:54:13Z,2014,685000,3,2,8000,3450,3,4,8,2970,480,1927
16295,2024-12-12T02:54:13Z,2014,405000,3,2,9636,1500,2,3,7,1500,0,1994
17407,2024-12-12T02:54:13Z,2015,1802750,5,3,20005,3890,1,3,10,2260,1630,1977
5659,2024-12-12T02:54:13Z,2014,668500,4,2,9546,2290,1,4,8,1780,510,1976
14845,2024-12-12T02:54:13Z,2015,289000,2,1,52333,2056,1,4,7,1048,1008,1980
18704,2024-12-12T02:54:13Z,2015,692500,6,1,10080,2230,1,3,7,1390,840,1969
2109,2024-12-12T02:54:13Z,2014,307000,3,2,7259,1790,1,3,7,1390,400,1980
4032,2024-12-12T02:54:13Z,2014,2500000,5,3,12672,5620,2,4,11,4140,1480,1916
5833,2024-12-12T02:54:13Z,2014,690000,3,2,8327,2430,1,4,9,1430,1000,1978
4610,2024-12-12T02:54:13Z,2014,245000,3,2,7929,1490,1,3,7,1490,0,1989
10429,2024-12-12T02:54:13Z,2015,640000,3,2,8244,2420,2,3,10,2420,0,1988
11039,2024-12-12T02:54:13Z,2015,449000,4,1,54450,2350,1,4,7,1250,1100,1971
13040,2024-12-12T02:54:13Z,2015,777700,3,2,251460,2260,1,3,10,2260,0,1995
17964,2024-12-12T02:54:13Z,2014,240000,3,1,10350,1010,1,3,7,1010,0,1969
20715,2024-12-12T02:54:13Z,2015,540000,3,1,1404,1630,2,3,8,1020,610,2014
11546,2024-12-12T02:54:13Z,2015,675000,3,1,6480,1460,1,4,7,980,480,1940
2818,2024-12-12T02:54:13Z,2014,1385000,5,3,6480,3290,2,5,10,2190,1100,1938
10306,2024-12-12T02:54:13Z,2014,462500,2,2,4200,1690,2,3,7,1690,0,1906
6929,2024-12-12T02:54:13Z,2014,569000,4,2,41688,2250,2,3,8,2250,0,1980
11511,2024-12-12T02:54:13Z,2014,760000,3,2,15020,2050,1,3,9,1600,450,1960
13007,2024-12-12T02:54:13Z,2014,330000,4,2,8098,2440,2,3,8,2440,0,1983
6948,2024-12-12T02:54:13Z,2014,319990,4,2,5293,2120,2,3,7,2120,0,2003
13026,2024-12-12T02:54:13Z,2015,550000,3,1,12527,960,1,3,7,960,0,1972
18179,2024-12-12T02:54:13Z,2015,510000,4,2,118666,2600,1,3,7,1400,1200,1981
7118,2024-12-12T02:54:13Z,2014,300000,6,2,10812,2040,1,4,5,2040,0,1943
677,2024-12-12T02:54:13Z,2015,188000,2,1,17487,1120,1,3,6,1120,0,1924
9818,2024-12-12T02:54:13Z,2014,753000,4,2,8167,3060,2,3,9,3060,0,2005
5799,2024-12-12T02:54:13Z,2014,445000,3,1,10844,1490,1,3,7,1210,280,1974
19847,2024-12-12T02:54:13Z,2014,519000,4,2,4500,3250,2,3,8,3250,0,2009
20709,2024-12-12T02:54:13Z,2014,440000,4,2,5650,2230,2,3,7,2230,0,2011
20770,2024-12-12T02:54:13Z,2014,357000,5,2,9240,2990,2,3,8,2990,0,2015
16650,2024-12-12T02:54:13Z,2014,342000,2,2,1366,1175,2,3,8,740,435,2005
10284,2024-12-12T02:54:13Z,2014,218000,4,1,10455,1640,1,3,7,950,690,1963
8393,2024-12-12T02:54:13Z,2014,582000,3,1,3140,1820,2,5,8,1820,0,1949
18973,2024-12-12T02:54:13Z,2015,560000,3,2,7169,2180,2,3,8,2180,0,1990
21418,2024-12-12T02:54:13Z,2015,750000,4,2,5497,2810,2,3,9,2810,0,2011
2774,2024-12-12T02:54:13Z,2014,416000,3,2,5372,1800,2,3,8,1800,0,1987
6337,2024-12-12T02:54:13Z,2014,397500,3,1,10480,1030,1,4,7,1030,0,1954
9872,2024-12-12T02:54:13Z,2015,240000,3,1,7125,1310,1,4,7,1310,0,1978
18491,2024-12-12T02:54:13Z,2014,621000,3,1,4000,1340,1,4,7,1340,0,1927
7885,2024-12-12T02:54:13Z,2014,713500,3,2,4200,1720,2,3,8,1720,0,1908
3289,2024-12-12T02:54:13Z,2014,193000,3,1,9048,1180,1,3,7,1180,0,1960
21204,2024-12-12T02:54:13Z,2014,1061600,4,3,6695,2990,2,3,10,2990,0,2014
4199,2024-12-12T02:54:13Z,2014,875000,4,3,4416,2850,1,3,7,2040,810,1926
13841,2024-12-12T02:54:13Z,2015,355000,4,3,9601,2580,2,4,7,2130,450,1992
3131,2024-12-12T02:54:13Z,2014,759000,3,2,6390,1960,1,5,8,1960,0,1900
4994,2024-12-12T02:54:13Z,2015,637000,4,2,5803,2900,2,3,9,2900,0,2007
20357,2024-12-12T02:54:13Z,2014,879950,4,2,7203,3020,2,3,9,3020,0,2014
2360,2024-12-12T02:54:13Z,2015,234000,3,1,8122,1040,1,5,7,1040,0,1971
8978,2024-12-12T02:54:13Z,2015,1075000,2,3,1767,1550,3,3,8,1550,0,2006
1683,2024-12-12T02:54:13Z,2014,460000,3,2,10450,2350,1,3,8,1390,960,1977
434,2024-12-12T02:54:13Z,2014,525000,4,2,5280,2450,2,3,8,2450,0,2003
16979,2024-12-12T02:54:13Z,2014,415000,2,1,4200,1460,1,4,6,880,580,1914
18613,2024-12-12T02:54:13Z,2015,515000,5,3,5249,2310,2,3,8,1560,750,2000
10697,2024-12-12T02:54:13Z,2014,1325000,4,3,7920,3370,1,3,10,1860,1510,1988
16510,2024-12-12T02:54:13Z,2014,255000,2,1,7810,1260,2,3,6,1260,0,1945
18436,2024-12-12T02:54:13Z,2015,230000,3,1,9125,1720,1,4,7,1140,580,1981
21259,2024-12-12T02:54:13Z,2014,440000,4,2,7928,2990,2,3,9,2990,0,2011
14658,2024-12-12T02:54:13Z,2015,320000,4,1,10480,1710,1,4,6,1710,0,1969
11256,2024-12-12T02:54:13Z,2014,199950,2,1,18537,870,1,4,6,870,0,1946
5030,2024-12-12T02:54:13Z,2014,464000,3,2,5400,2460,1,4,8,1520,940,2001
21360,2024-12-12T02:54:13Z,2015,295000,3,2,3405,1230,1,3,7,1230,0,2010
7971,2024-12-12T02:54:13Z,2015,350000,2,1,5150,800,1,4,6,800,0,1949
10615,2024-12-12T02:54:13Z,2014,652000,3,2,9600,1920,1,4,8,1560,360,1968
12627,2024-12-12T02:54:13Z,2015,630000,4,2,31705,2330,2,4,8,2330,0,1980
18326,2024-12-12T02:54:13Z,2015,215000,3,1,7175,1210,1,3,7,1210,0,1918
17408,2024-12-12T02:54:13Z,2014,557000,3,2,1587,1630,3,3,8,1630,0,2004
20245,2024-12-12T02:54:13Z,2014,649000,4,2,4847,2730,2,3,9,2730,0,2008
20563,2024-12-12T02:54:13Z,2014,1240420,5,3,13726,5790,2,3,10,4430,1360,2014
1149,2024-12-12T02:54:13Z,2015,75000,1,0,43377,670,1,3,3,670,0,1966
4604,2024-12-12T02:54:13Z,2014,799000,4,2,7910,2590,2,3,9,2590,0,2001
16195,2024-12-12T02:54:13Z,2015,360000,4,2,8940,1450,1,3,7,1450,0,1962
2359,2024-12-12T02:54:13Z,2014,262000,4,2,6236,2020,2,3,7,2020,0,2002
1929,2024-12-12T02:54:13Z,2014,490000,3,2,2400,1450,1,3,8,1450,0,1900
348,2024-12-12T02:54:13Z,2014,206600,3,2,13464,1390,1,4,7,1390,0,1987
9070,2024-12-12T02:54:13Z,2015,274000,5,1,8720,1950,1,3,7,1050,900,1962
20061,2024-12-12T02:54:13Z,2014,700000,3,2,4975,2350,2,3,8,2350,0,2012
18241,2024-12-12T02:54:13Z,2015,510000,3,2,53578,2310,1,4,8,1340,970,1981
5057,2024-12-12T02:54:13Z,2015,600000,4,3,15160,3270,1,3,8,1660,1610,1997
8303,2024-12-12T02:54:13Z,2015,623000,3,2,21804,2390,1,3,8,1450,940,1973
727,2024-12-12T02:54:13Z,2014,245000,2,1,5900,1050,1,3,7,1050,0,1950
19106,2024-12-12T02:54:13Z,2014,600000,4,2,14242,1960,1,4,8,1290,670,1958
7271,2024-12-12T02:54:13Z,2014,1200000,3,2,16622,3420,1,3,10,2410,1010,1991
1795,2024-12-12T02:54:13Z,2014,503000,4,2,156988,2940,2,3,9,1870,1070,1996
17235,2024-12-12T02:54:13Z,2014,1970000,8,3,6480,4440,2,5,10,3140,1300,1959
17517,2024-12-12T02:54:13Z,2014,380000,3,1,8611,1240,1,4,7,1240,0,1973
4314,2024-12-12T02:54:13Z,2014,688000,4,4,9309,4000,2,3,9,4000,0,2007
4914,2024-12-12T02:54:13Z,2014,455000,4,2,4500,2380,1,3,6,1470,910,1926
9163,2024-12-12T02:54:13Z,2015,275000,3,1,10744,1250,1,3,6,1250,0,1942
16268,2024-12-12T02:54:13Z,2015,1620000,4,2,17709,2350,2,4,9,2350,0,1977
4100,2024-12-12T02:54:13Z,2014,125000,3,1,7276,920,1,4,6,920,0,1961
17307,2024-12-12T02:54:13Z,2015,580000,3,1,5100,1970,1,3,7,1130,840,1908
7854,2024-12-12T02:54:13Z,2014,1000000,4,3,8587,3320,3,3,11,2950,370,2008
6457,2024-12-12T02:54:13Z,2014,810000,4,1,3988,2000,1,4,7,1000,1000,1958
20908,2024-12-12T02:54:13Z,2014,350000,4,2,22653,2040,2,3,7,2040,0,2011
18057,2024-12-12T02:54:13Z,2015,1250000,4,2,15375,3300,1,3,8,2820,480,1933
14315,2024-12-12T02:54:13Z,2014,280000,3,1,8250,1230,1,3,7,1230,0,1966
1186,2024-12-12T02:54:13Z,2014,235000,3,1,11100,1170,1,4,6,1170,0,1968
