number,event_time,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built
715,2024-12-12T02:54:13Z,2014,250000,4,1,1710,7140,1,5,7,1010,700,1968
9234,2024-12-12T02:54:13Z,2014,169100,3,2,1050,18304,1,4,7,1050,0,1953
5599,2024-12-12T02:54:13Z,2015,350000,4,2,2500,11659,1,3,9,1490,1010,1979
12619,2024-12-12T02:54:13Z,2014,352450,3,2,1430,6000,1,5,7,1430,0,1945
146,2024-12-12T02:54:13Z,2014,890000,4,1,2550,4000,2,3,8,2370,180,1905
445,2024-12-12T02:54:13Z,2014,400000,3,1,1920,9102,1,3,7,1920,0,1968
2073,2024-12-12T02:54:13Z,2014,235000,2,1,870,5000,1,3,6,870,0,1949
13457,2024-12-12T02:54:13Z,2014,634950,3,3,2180,2650,1,5,8,1410,770,1930
19247,2024-12-12T02:54:13Z,2014,178500,3,1,1200,8470,1,5,7,1200,0,1961
13827,2024-12-12T02:54:13Z,2015,339100,4,2,2350,10655,2,3,8,2350,0,1992
7379,2024-12-12T02:54:13Z,2015,713000,3,2,2310,1850,2,3,10,2020,290,2011
7241,2024-12-12T02:54:13Z,2014,315000,4,2,2740,8400,1,3,8,2740,0,1993
16450,2024-12-12T02:54:13Z,2015,515000,4,2,1910,8947,1,4,8,1160,750,1970
6782,2024-12-12T02:54:13Z,2015,398500,4,2,2250,6064,2,3,8,2250,0,2005
3451,2024-12-12T02:54:13Z,2014,735000,4,2,2270,5102,1,5,8,1340,930,1954
18826,2024-12-12T02:54:13Z,2014,760000,3,2,4040,147856,2,3,9,4040,0,2004
1126,2024-12-12T02:54:13Z,2014,170000,3,1,1480,5670,1,3,6,780,700,1944
1396,2024-12-12T02:54:13Z,2014,1062500,4,4,5320,20041,2,3,11,5320,0,2003
8759,2024-12-12T02:54:13Z,2015,411500,3,1,1130,8159,1,4,7,1130,0,1954
18002,2024-12-12T02:54:13Z,2014,969950,3,2,2830,3750,3,3,10,2830,0,2014
12056,2024-12-12T02:54:13Z,2014,317000,3,1,1010,5400,1,3,6,1010,0,1959
9989,2024-12-12T02:54:13Z,2014,388500,4,2,1890,5395,2,3,7,1890,0,2006
20772,2024-12-12T02:54:13Z,2014,563500,3,2,1400,1312,3,3,8,1400,0,2007
13634,2024-12-12T02:54:13Z,2014,353500,4,2,1770,9239,2,3,7,1770,0,2004
11486,2024-12-12T02:54:13Z,2015,390000,4,2,2290,9200,1,3,7,2290,0,1920
1888,2024-12-12T02:54:13Z,2014,580000,3,2,2200,11000,2,3,9,2200,0,1978
9993,2024-12-12T02:54:13Z,2014,655000,4,2,2990,5669,2,3,8,2990,0,2003
2477,2024-12-12T02:54:13Z,2015,1215000,4,2,2570,9600,2,4,9,2570,0,1962
4364,2024-12-12T02:54:13Z,2014,318000,3,2,1250,1017,3,3,8,1250,0,2008
3802,2024-12-12T02:54:13Z,2015,225000,3,1,1000,9295,1,3,7,1000,0,1955
20077,2024-12-12T02:54:13Z,2014,1035290,4,2,2830,5932,2,3,9,2830,0,2014
12148,2024-12-12T02:54:13Z,2015,895000,4,1,3390,6200,2,4,8,2530,860,1916
6049,2024-12-12T02:54:13Z,2014,675000,4,2,2560,36601,2,4,9,2560,0,1987
15645,2024-12-12T02:54:13Z,2014,267000,3,1,1090,8160,1,3,7,1090,0,1967
14560,2024-12-12T02:54:13Z,2014,330000,4,2,1940,3784,2,3,8,1940,0,2003
5309,2024-12-12T02:54:13Z,2014,535000,3,2,2210,7620,2,3,8,2210,0,1994
4593,2024-12-12T02:54:13Z,2015,900000,3,2,1920,7200,2,3,10,1780,140,1997
7268,2024-12-12T02:54:13Z,2014,195000,3,1,1190,14777,1,4,7,1190,0,1965
238,2024-12-12T02:54:13Z,2014,800000,3,3,3830,221284,2,3,10,3530,300,1993
20155,2024-12-12T02:54:13Z,2014,395000,2,2,1620,1841,2,3,8,1540,80,2004
12204,2024-12-12T02:54:13Z,2014,1300000,5,4,3366,7800,2,3,8,2966,400,1937
17550,2024-12-12T02:54:13Z,2014,330000,3,1,1170,4950,1,4,7,1170,0,1960
188,2024-12-12T02:54:13Z,2015,615000,4,1,1330,2400,1,4,6,1330,0,1901
2181,2024-12-12T02:54:13Z,2015,1550000,5,2,2450,20805,2,4,9,2450,0,1963
14201,2024-12-12T02:54:13Z,2015,450000,7,3,2830,8625,1,4,8,1830,1000,1957
4926,2024-12-12T02:54:13Z,2014,820000,3,2,2980,18935,1,3,11,2980,0,1990
18646,2024-12-12T02:54:13Z,2015,247500,3,1,1660,11060,1,4,7,1110,550,1962
13854,2024-12-12T02:54:13Z,2014,295000,4,2,1830,5720,2,3,7,1830,0,2003
14399,2024-12-12T02:54:13Z,2015,396000,3,2,1680,9766,2,3,7,1680,0,1989
15336,2024-12-12T02:54:13Z,2014,276000,3,1,870,8040,1,3,7,870,0,1953
13018,2024-12-12T02:54:13Z,2014,337000,3,1,1070,6109,1,5,7,1070,0,1951
16858,2024-12-12T02:54:13Z,2015,280000,3,2,1970,8426,2,3,8,1970,0,1992
11255,2024-12-12T02:54:13Z,2014,150000,2,1,1360,1934,2,4,7,1360,0,1978
9920,2024-12-12T02:54:13Z,2015,535000,3,2,2490,3600,2,3,8,2290,200,1906
10369,2024-12-12T02:54:13Z,2015,680000,2,1,2140,6000,1,4,7,1070,1070,1946
6832,2024-12-12T02:54:13Z,2015,428000,4,2,1950,5602,1,5,7,1120,830,1966
10076,2024-12-12T02:54:13Z,2014,380000,3,1,1750,10870,1,5,7,1750,0,1968
9593,2024-12-12T02:54:13Z,2014,700000,2,1,1300,12000,1,4,8,1300,0,1959
6574,2024-12-12T02:54:13Z,2014,303000,4,2,2100,6783,2,3,8,2100,0,2003
7567,2024-12-12T02:54:13Z,2014,270000,3,1,1500,6337,1,5,7,1500,0,1953
3145,2024-12-12T02:54:13Z,2014,580000,3,2,1590,1937,2,3,8,1590,0,2004
4469,2024-12-12T02:54:13Z,2014,468000,3,2,1570,6300,1,3,7,820,750,1953
12756,2024-12-12T02:54:13Z,2014,765000,4,2,3190,38119,2,3,9,3190,0,1988
17607,2024-12-12T02:54:13Z,2014,407193,4,2,1880,14653,2,3,8,1880,0,1978
5307,2024-12-12T02:54:13Z,2014,1122500,4,3,4750,62365,2,3,11,4750,0,1988
12444,2024-12-12T02:54:13Z,2014,610000,4,1,1830,29110,2,3,8,1230,600,1990
17119,2024-12-12T02:54:13Z,2015,450500,2,1,1330,3698,1,3,7,1330,0,1952
15346,2024-12-12T02:54:13Z,2014,450000,3,2,1480,1961,2,3,8,1480,0,2005
17360,2024-12-12T02:54:13Z,2014,840000,4,1,2330,4000,2,5,8,1300,1030,1924
18909,2024-12-12T02:54:13Z,2014,234000,3,2,1640,5280,1,5,6,1640,0,1910
20409,2024-12-12T02:54:13Z,2015,461000,3,2,1620,998,2,3,8,1540,80,2012
10750,2024-12-12T02:54:13Z,2015,699950,4,3,3674,12793,2,3,9,3674,0,1987
10109,2024-12-12T02:54:13Z,2014,624800,3,2,2250,14274,1,4,8,1500,750,1964
3498,2024-12-12T02:54:13Z,2014,690000,3,2,1610,5100,1,5,8,1610,0,1940
17191,2024-12-12T02:54:13Z,2014,997950,4,3,4270,117176,2,3,9,4270,0,2008
4985,2024-12-12T02:54:13Z,2014,567500,3,1,1440,3060,1,4,7,1440,0,1910
5194,2024-12-12T02:54:13Z,2014,669950,4,2,2670,11877,2,3,9,2670,0,1996
7085,2024-12-12T02:54:13Z,2015,318200,3,2,1990,3644,2,3,7,1990,0,2010
11744,2024-12-12T02:54:13Z,2015,400000,2,2,1050,1173,2,3,8,720,330,2004
16880,2024-12-12T02:54:13Z,2014,407500,3,2,1930,10460,2,3,8,1930,0,1996
14829,2024-12-12T02:54:13Z,2015,840000,3,3,3570,6250,2,3,10,2710,860,1985
3646,2024-12-12T02:54:13Z,2014,267000,3,1,1740,10875,1,4,7,1020,720,1962
7300,2024-12-12T02:54:13Z,2014,570000,2,1,1540,4025,1,4,7,1190,350,1908
6279,2024-12-12T02:54:13Z,2014,885000,4,2,2730,3560,1,3,8,1550,1180,1921
21341,2024-12-12T02:54:13Z,2015,895950,5,2,3180,9255,2,3,9,3180,0,2014
1991,2024-12-12T02:54:13Z,2014,299000,3,1,1730,14270,1,3,7,1730,0,1959
11062,2024-12-12T02:54:13Z,2015,570000,2,1,1500,6685,1,3,7,1190,310,1926
8859,2024-12-12T02:54:13Z,2014,453500,5,2,2300,23345,1,5,7,1170,1130,1967
19347,2024-12-12T02:54:13Z,2014,535000,4,1,1420,5000,1,4,7,1420,0,1945
18251,2024-12-12T02:54:13Z,2015,339900,3,2,1470,4675,2,3,7,1470,0,1999
9548,2024-12-12T02:54:13Z,2014,417000,2,1,920,6600,1,3,6,920,0,1919
13556,2024-12-12T02:54:13Z,2015,370000,3,1,2150,8480,1,3,8,1610,540,1951
16273,2024-12-12T02:54:13Z,2014,185000,2,1,1390,11340,1,4,7,1390,0,1969
19187,2024-12-12T02:54:13Z,2014,187300,2,1,1310,7697,1,3,6,850,460,1950
11196,2024-12-12T02:54:13Z,2014,209000,3,1,1330,6900,1,3,7,1330,0,1976
6212,2024-12-12T02:54:13Z,2015,510000,4,2,1840,7800,1,3,8,1240,600,1972
13960,2024-12-12T02:54:13Z,2014,695000,4,2,2961,12146,2,3,9,2961,0,1998
16691,2024-12-12T02:54:13Z,2014,429000,3,2,1920,15124,2,3,8,1920,0,1995
20511,2024-12-12T02:54:13Z,2014,772000,3,2,1640,1204,3,3,8,1640,0,2014
17290,2024-12-12T02:54:13Z,2014,380000,4,2,2270,11500,1,3,8,1540,730,1967
16175,2024-12-12T02:54:13Z,2014,533000,5,2,1800,3780,1,3,7,1400,400,1926
8501,2024-12-12T02:54:13Z,2014,911100,4,3,3330,33826,2,5,8,3330,0,1924
4838,2024-12-12T02:54:13Z,2015,248000,3,1,1840,19501,1,4,8,1270,570,1972
53,2024-12-12T02:54:13Z,2015,585000,2,1,1980,8550,1,3,7,990,990,1981
12322,2024-12-12T02:54:13Z,2014,259950,2,1,770,6542,1,3,6,770,0,1948
1328,2024-12-12T02:54:13Z,2014,1200000,4,2,2120,3360,2,3,9,2120,0,1905
339,2024-12-12T02:54:13Z,2015,245000,3,1,1740,11547,1,3,7,1740,0,1954
1687,2024-12-12T02:54:13Z,2014,374000,3,1,2000,9416,1,4,6,2000,0,1961
8974,2024-12-12T02:54:13Z,2014,482500,3,2,1450,1445,2,3,7,980,470,2005
3928,2024-12-12T02:54:13Z,2015,1300000,3,2,4120,16365,1,3,12,4120,0,1999
8851,2024-12-12T02:54:13Z,2015,750000,3,2,2790,21043,2,3,9,2790,0,1993
5341,2024-12-12T02:54:13Z,2015,595000,5,3,2980,10064,1,3,7,1680,1300,1940
6653,2024-12-12T02:54:13Z,2014,168000,3,1,1200,7210,1,4,6,1200,0,1977
20807,2024-12-12T02:54:13Z,2014,182568,4,1,1500,2106,2,3,7,1500,0,2014
5001,2024-12-12T02:54:13Z,2014,1025000,4,3,3320,19850,1,4,10,2040,1280,1977
20740,2024-12-12T02:54:13Z,2014,497000,3,2,1460,1353,2,3,8,1050,410,2012
2998,2024-12-12T02:54:13Z,2014,259500,3,1,1650,12349,1,3,7,1650,0,1957
15788,2024-12-12T02:54:13Z,2015,572000,3,1,1850,22767,1,5,6,1850,0,1908
12603,2024-12-12T02:54:13Z,2014,470950,3,2,2560,16420,2,4,8,2560,0,1989
17010,2024-12-12T02:54:13Z,2015,290000,3,2,1360,6685,1,3,7,1360,0,1952
1952,2024-12-12T02:54:13Z,2015,232500,3,2,1370,9760,1,4,7,1110,260,1979
21047,2024-12-12T02:54:13Z,2015,302059,4,2,1390,745,3,3,7,1390,0,2008
4395,2024-12-12T02:54:13Z,2015,475000,3,3,2010,2554,2,3,7,1860,150,2001
15189,2024-12-12T02:54:13Z,2015,540000,3,1,2590,25992,1,3,8,1970,620,1968
17803,2024-12-12T02:54:13Z,2014,705000,3,2,1460,6250,1,4,7,1460,0,1912
1583,2024-12-12T02:54:13Z,2015,1175000,4,2,2590,7220,2,4,10,2590,0,1930
18581,2024-12-12T02:54:13Z,2015,427500,3,1,1430,16200,1,4,7,1430,0,1967
12502,2024-12-12T02:54:13Z,2014,705000,4,2,2650,4316,1,3,8,1520,1130,1905
3784,2024-12-12T02:54:13Z,2014,440000,3,1,1290,1286,3,3,7,1290,0,2000
8521,2024-12-12T02:54:13Z,2014,565000,5,2,2650,11455,1,3,7,1400,1250,1961
18003,2024-12-12T02:54:13Z,2014,715000,3,1,1610,7680,1,3,6,900,710,1956
12862,2024-12-12T02:54:13Z,2015,595000,4,3,3680,35736,1,4,8,2320,1360,1970
1386,2024-12-12T02:54:13Z,2014,719000,3,2,2120,9307,2,4,9,2120,0,1984
13191,2024-12-12T02:54:13Z,2014,380000,4,2,1860,7980,1,4,8,1860,0,1966
1272,2024-12-12T02:54:13Z,2014,2300000,4,3,4250,8570,2,3,9,4250,0,2004
9103,2024-12-12T02:54:13Z,2014,685000,3,2,3450,8000,3,4,8,2970,480,1927
16295,2024-12-12T02:54:13Z,2014,405000,3,2,1500,9636,2,3,7,1500,0,1994
17407,2024-12-12T02:54:13Z,2015,1802750,5,3,3890,20005,1,3,10,2260,1630,1977
5659,2024-12-12T02:54:13Z,2014,668500,4,2,2290,9546,1,4,8,1780,510,1976
14845,2024-12-12T02:54:13Z,2015,289000,2,1,2056,52333,1,4,7,1048,1008,1980
18704,2024-12-12T02:54:13Z,2015,692500,6,1,2230,10080,1,3,7,1390,840,1969
2109,2024-12-12T02:54:13Z,2014,307000,3,2,1790,7259,1,3,7,1390,400,1980
4032,2024-12-12T02:54:13Z,2014,2500000,5,3,5620,12672,2,4,11,4140,1480,1916
5833,2024-12-12T02:54:13Z,2014,690000,3,2,2430,8327,1,4,9,1430,1000,1978
4610,2024-12-12T02:54:13Z,2014,245000,3,2,1490,7929,1,3,7,1490,0,1989
10429,2024-12-12T02:54:13Z,2015,640000,3,2,2420,8244,2,3,10,2420,0,1988
11039,2024-12-12T02:54:13Z,2015,449000,4,1,2350,54450,1,4,7,1250,1100,1971
13040,2024-12-12T02:54:13Z,2015,777700,3,2,2260,251460,1,3,10,2260,0,1995
17964,2024-12-12T02:54:13Z,2014,240000,3,1,1010,10350,1,3,7,1010,0,1969
20715,2024-12-12T02:54:13Z,2015,540000,3,1,1630,1404,2,3,8,1020,610,2014
11546,2024-12-12T02:54:13Z,2015,675000,3,1,1460,6480,1,4,7,980,480,1940
2818,2024-12-12T02:54:13Z,2014,1385000,5,3,3290,6480,2,5,10,2190,1100,1938
10306,2024-12-12T02:54:13Z,2014,462500,2,2,1690,4200,2,3,7,1690,0,1906
6929,2024-12-12T02:54:13Z,2014,569000,4,2,2250,41688,2,3,8,2250,0,1980
11511,2024-12-12T02:54:13Z,2014,760000,3,2,2050,15020,1,3,9,1600,450,1960
13007,2024-12-12T02:54:13Z,2014,330000,4,2,2440,8098,2,3,8,2440,0,1983
6948,2024-12-12T02:54:13Z,2014,319990,4,2,2120,5293,2,3,7,2120,0,2003
13026,2024-12-12T02:54:13Z,2015,550000,3,1,960,12527,1,3,7,960,0,1972
18179,2024-12-12T02:54:13Z,2015,510000,4,2,2600,118666,1,3,7,1400,1200,1981
7118,2024-12-12T02:54:13Z,2014,300000,6,2,2040,10812,1,4,5,2040,0,1943
677,2024-12-12T02:54:13Z,2015,188000,2,1,1120,17487,1,3,6,1120,0,1924
9818,2024-12-12T02:54:13Z,2014,753000,4,2,3060,8167,2,3,9,3060,0,2005
5799,2024-12-12T02:54:13Z,2014,445000,3,1,1490,10844,1,3,7,1210,280,1974
19847,2024-12-12T02:54:13Z,2014,519000,4,2,3250,4500,2,3,8,3250,0,2009
20709,2024-12-12T02:54:13Z,2014,440000,4,2,2230,5650,2,3,7,2230,0,2011
20770,2024-12-12T02:54:13Z,2014,357000,5,2,2990,9240,2,3,8,2990,0,2015
16650,2024-12-12T02:54:13Z,2014,342000,2,2,1175,1366,2,3,8,740,435,2005
10284,2024-12-12T02:54:13Z,2014,218000,4,1,1640,10455,1,3,7,950,690,1963
8393,2024-12-12T02:54:13Z,2014,582000,3,1,1820,3140,2,5,8,1820,0,1949
18973,2024-12-12T02:54:13Z,2015,560000,3,2,2180,7169,2,3,8,2180,0,1990
21418,2024-12-12T02:54:13Z,2015,750000,4,2,2810,5497,2,3,9,2810,0,2011
2774,2024-12-12T02:54:13Z,2014,416000,3,2,1800,5372,2,3,8,1800,0,1987
6337,2024-12-12T02:54:13Z,2014,397500,3,1,1030,10480,1,4,7,1030,0,1954
9872,2024-12-12T02:54:13Z,2015,240000,3,1,1310,7125,1,4,7,1310,0,1978
18491,2024-12-12T02:54:13Z,2014,621000,3,1,1340,4000,1,4,7,1340,0,1927
7885,2024-12-12T02:54:13Z,2014,713500,3,2,1720,4200,2,3,8,1720,0,1908
3289,2024-12-12T02:54:13Z,2014,193000,3,1,1180,9048,1,3,7,1180,0,1960
21204,2024-12-12T02:54:13Z,2014,1061600,4,3,2990,6695,2,3,10,2990,0,2014
4199,2024-12-12T02:54:13Z,2014,875000,4,3,2850,4416,1,3,7,2040,810,1926
13841,2024-12-12T02:54:13Z,2015,355000,4,3,2580,9601,2,4,7,2130,450,1992
3131,2024-12-12T02:54:13Z,2014,759000,3,2,1960,6390,1,5,8,1960,0,1900
4994,2024-12-12T02:54:13Z,2015,637000,4,2,2900,5803,2,3,9,2900,0,2007
20357,2024-12-12T02:54:13Z,2014,879950,4,2,3020,7203,2,3,9,3020,0,2014
2360,2024-12-12T02:54:13Z,2015,234000,3,1,1040,8122,1,5,7,1040,0,1971
8978,2024-12-12T02:54:13Z,2015,1075000,2,3,1550,1767,3,3,8,1550,0,2006
1683,2024-12-12T02:54:13Z,2014,460000,3,2,2350,10450,1,3,8,1390,960,1977
434,2024-12-12T02:54:13Z,2014,525000,4,2,2450,5280,2,3,8,2450,0,2003
16979,2024-12-12T02:54:13Z,2014,415000,2,1,1460,4200,1,4,6,880,580,1914
18613,2024-12-12T02:54:13Z,2015,515000,5,3,2310,5249,2,3,8,1560,750,2000
10697,2024-12-12T02:54:13Z,2014,1325000,4,3,3370,7920,1,3,10,1860,1510,1988
16510,2024-12-12T02:54:13Z,2014,255000,2,1,1260,7810,2,3,6,1260,0,1945
18436,2024-12-12T02:54:13Z,2015,230000,3,1,1720,9125,1,4,7,1140,580,1981
21259,2024-12-12T02:54:13Z,2014,440000,4,2,2990,7928,2,3,9,2990,0,2011
14658,2024-12-12T02:54:13Z,2015,320000,4,1,1710,10480,1,4,6,1710,0,1969
11256,2024-12-12T02:54:13Z,2014,199950,2,1,870,18537,1,4,6,870,0,1946
5030,2024-12-12T02:54:13Z,2014,464000,3,2,2460,5400,1,4,8,1520,940,2001
21360,2024-12-12T02:54:13Z,2015,295000,3,2,1230,3405,1,3,7,1230,0,2010
7971,2024-12-12T02:54:13Z,2015,350000,2,1,800,5150,1,4,6,800,0,1949
10615,2024-12-12T02:54:13Z,2014,652000,3,2,1920,9600,1,4,8,1560,360,1968
12627,2024-12-12T02:54:13Z,2015,630000,4,2,2330,31705,2,4,8,2330,0,1980
18326,2024-12-12T02:54:13Z,2015,215000,3,1,1210,7175,1,3,7,1210,0,1918
17408,2024-12-12T02:54:13Z,2014,557000,3,2,1630,1587,3,3,8,1630,0,2004
20245,2024-12-12T02:54:13Z,2014,649000,4,2,2730,4847,2,3,9,2730,0,2008
20563,2024-12-12T02:54:13Z,2014,1240420,5,3,5790,13726,2,3,10,4430,1360,2014
1149,2024-12-12T02:54:13Z,2015,75000,1,0,670,43377,1,3,3,670,0,1966
4604,2024-12-12T02:54:13Z,2014,799000,4,2,2590,7910,2,3,9,2590,0,2001
16195,2024-12-12T02:54:13Z,2015,360000,4,2,1450,8940,1,3,7,1450,0,1962
2359,2024-12-12T02:54:13Z,2014,262000,4,2,2020,6236,2,3,7,2020,0,2002
1929,2024-12-12T02:54:13Z,2014,490000,3,2,1450,2400,1,3,8,1450,0,1900
348,2024-12-12T02:54:13Z,2014,206600,3,2,1390,13464,1,4,7,1390,0,1987
9070,2024-12-12T02:54:13Z,2015,274000,5,1,1950,8720,1,3,7,1050,900,1962
20061,2024-12-12T02:54:13Z,2014,700000,3,2,2350,4975,2,3,8,2350,0,2012
18241,2024-12-12T02:54:13Z,2015,510000,3,2,2310,53578,1,4,8,1340,970,1981
5057,2024-12-12T02:54:13Z,2015,600000,4,3,3270,15160,1,3,8,1660,1610,1997
8303,2024-12-12T02:54:13Z,2015,623000,3,2,2390,21804,1,3,8,1450,940,1973
727,2024-12-12T02:54:13Z,2014,245000,2,1,1050,5900,1,3,7,1050,0,1950
19106,2024-12-12T02:54:13Z,2014,600000,4,2,1960,14242,1,4,8,1290,670,1958
7271,2024-12-12T02:54:13Z,2014,1200000,3,2,3420,16622,1,3,10,2410,1010,1991
1795,2024-12-12T02:54:13Z,2014,503000,4,2,2940,156988,2,3,9,1870,1070,1996
17235,2024-12-12T02:54:13Z,2014,1970000,8,3,4440,6480,2,5,10,3140,1300,1959
17517,2024-12-12T02:54:13Z,2014,380000,3,1,1240,8611,1,4,7,1240,0,1973
4314,2024-12-12T02:54:13Z,2014,688000,4,4,4000,9309,2,3,9,4000,0,2007
4914,2024-12-12T02:54:13Z,2014,455000,4,2,2380,4500,1,3,6,1470,910,1926
9163,2024-12-12T02:54:13Z,2015,275000,3,1,1250,10744,1,3,6,1250,0,1942
16268,2024-12-12T02:54:13Z,2015,1620000,4,2,2350,17709,2,4,9,2350,0,1977
4100,2024-12-12T02:54:13Z,2014,125000,3,1,920,7276,1,4,6,920,0,1961
17307,2024-12-12T02:54:13Z,2015,580000,3,1,1970,5100,1,3,7,1130,840,1908
7854,2024-12-12T02:54:13Z,2014,1000000,4,3,3320,8587,3,3,11,2950,370,2008
6457,2024-12-12T02:54:13Z,2014,810000,4,1,2000,3988,1,4,7,1000,1000,1958
20908,2024-12-12T02:54:13Z,2014,350000,4,2,2040,22653,2,3,7,2040,0,2011
18057,2024-12-12T02:54:13Z,2015,1250000,4,2,3300,15375,1,3,8,2820,480,1933
14315,2024-12-12T02:54:13Z,2014,280000,3,1,1230,8250,1,3,7,1230,0,1966
1186,2024-12-12T02:54:13Z,2014,235000,3,1,1170,11100,1,4,6,1170,0,1968
16490,2024-12-12T02:54:13Z,2015,220000,2,1,770,8149,1,3,6,770,0,1948
19754,2024-12-12T02:54:13Z,2014,282000,4,2,1785,2552,2,3,8,1785,0,2009
4044,2024-12-12T02:54:13Z,2014,269900,3,1,1420,22100,1,5,7,1420,0,1957
13267,2024-12-12T02:54:13Z,2014,1800000,4,3,4460,16953,1,3,9,2550,1910,1962
10809,2024-12-12T02:54:13Z,2015,218500,3,1,1390,9328,1,4,7,1390,0,1987
8343,2024-12-12T02:54:13Z,2014,320000,2,2,1550,1827,2,3,8,1550,0,2008
6631,2024-12-12T02:54:13Z,2015,340000,3,2,1720,28000,1,4,7,1720,0,1958
3125,2024-12-12T02:54:13Z,2014,448000,2,1,1110,5413,1,3,6,890,220,1937
1156,2024-12-12T02:54:13Z,2014,350000,3,1,1010,8580,1,3,7,1010,0,1961
21234,2024-12-12T02:54:13Z,2014,775000,5,2,2600,4284,2,3,9,2600,0,2014
11992,2024-12-12T02:54:13Z,2014,738000,3,2,2620,9112,2,3,9,2620,0,1995
12663,2024-12-12T02:54:13Z,2014,261500,3,2,1740,6992,2,3,7,1740,0,1990
16334,2024-12-12T02:54:13Z,2014,745000,4,2,3130,10860,2,3,10,3130,0,1990
10992,2024-12-12T02:54:13Z,2014,554950,4,1,1740,4816,1,5,7,870,870,1942
18359,2024-12-12T02:54:13Z,2015,332500,4,1,1670,8102,1,3,6,1670,0,1944
21249,2024-12-12T02:54:13Z,2014,494000,3,2,2310,4729,2,3,8,2310,0,2011
14890,2024-12-12T02:54:13Z,2015,530000,3,3,2450,211266,1,3,8,2450,0,2004
3168,2024-12-12T02:54:13Z,2014,285000,4,2,1760,5500,1,3,7,780,980,1925
17555,2024-12-12T02:54:13Z,2014,545400,3,2,2850,19200,1,3,8,2340,510,2004
11199,2024-12-12T02:54:13Z,2015,336950,3,1,2310,7680,1,4,8,1410,900,1978
12725,2024-12-12T02:54:13Z,2014,340000,3,2,2170,9798,2,3,7,2170,0,1995
20427,2024-12-12T02:54:13Z,2015,262000,4,2,2070,8685,2,3,7,2070,0,2006
18201,2024-12-12T02:54:13Z,2015,608000,3,2,2400,217800,2,3,8,1590,810,1975
17636,2024-12-12T02:54:13Z,2015,418000,3,1,1670,12075,1,3,7,1370,300,1958
16206,2024-12-12T02:54:13Z,2014,750000,4,1,2670,6250,2,4,8,2020,650,1941
3657,2024-12-12T02:54:13Z,2014,715000,4,2,2970,29163,2,3,9,2970,0,1993
16344,2024-12-12T02:54:13Z,2014,486000,4,2,3560,12047,2,3,10,3560,0,1988
21362,2024-12-12T02:54:13Z,2014,405000,3,2,1500,2314,2,3,7,1500,0,2005
17570,2024-12-12T02:54:13Z,2014,840000,4,2,3730,9847,2,3,10,3730,0,1997
7819,2024-12-12T02:54:13Z,2015,250000,2,1,850,6370,1,3,6,850,0,1951
20712,2024-12-12T02:54:13Z,2015,600000,4,2,3110,11225,2,3,8,3110,0,2012
18206,2024-12-12T02:54:13Z,2014,1855000,5,3,5570,9600,2,5,9,3860,1710,1952
12551,2024-12-12T02:54:13Z,2014,90000,2,1,790,2640,1,3,7,790,0,1973
3546,2024-12-12T02:54:13Z,2014,436000,3,2,2120,6710,1,5,7,1420,700,1959
2248,2024-12-12T02:54:13Z,2015,990000,4,3,3450,4940,2,3,10,2570,880,2006
6505,2024-12-12T02:54:13Z,2014,250800,3,1,1290,4000,1,3,6,1170,120,1943
8253,2024-12-12T02:54:13Z,2014,267500,2,1,960,5150,1,5,6,960,0,1951
20088,2024-12-12T02:54:13Z,2015,389000,3,2,1350,874,3,3,8,1270,80,2006
1245,2024-12-12T02:54:13Z,2015,410500,4,2,1980,5000,2,3,8,1980,0,2008
1804,2024-12-12T02:54:13Z,2014,330000,5,2,2600,3839,2,3,7,2600,0,2005
8121,2024-12-12T02:54:13Z,2014,175000,2,1,800,7150,1,3,5,800,0,1933
21458,2024-12-12T02:54:13Z,2014,504600,5,3,2360,5000,1,3,7,1390,970,2008
8445,2024-12-12T02:54:13Z,2015,1247000,1,1,1810,5070,1,4,8,1230,580,1967
16869,2024-12-12T02:54:13Z,2014,813500,4,2,2530,15520,1,5,8,2220,310,1964
18041,2024-12-12T02:54:13Z,2014,625000,3,2,1880,4000,1,3,8,1280,600,1950
17046,2024-12-12T02:54:13Z,2014,450000,4,3,1890,13140,1,4,7,1270,620,1967
18676,2024-12-12T02:54:13Z,2014,455000,3,1,1760,11371,1,5,8,1760,0,1959
16345,2024-12-12T02:54:13Z,2014,670000,5,2,2860,68519,2,5,8,2860,0,1958
19323,2024-12-12T02:54:13Z,2014,2160000,3,3,3080,6495,2,3,11,2530,550,1996
6372,2024-12-12T02:54:13Z,2015,850000,5,4,2980,4500,1,3,7,2070,910,1921
11698,2024-12-12T02:54:13Z,2014,315000,2,1,780,7200,1,2,6,780,0,1935
14193,2024-12-12T02:54:13Z,2015,950000,4,2,2770,5320,2,3,9,2440,330,2013
13582,2024-12-12T02:54:13Z,2014,274000,3,1,1440,7198,1,3,7,990,450,1981
2123,2024-12-12T02:54:13Z,2014,725500,4,2,2790,74495,2,3,9,2790,0,1997
15830,2024-12-12T02:54:13Z,2014,540000,3,2,1380,1021,2,3,8,1160,220,2008
3521,2024-12-12T02:54:13Z,2014,802000,3,2,2170,5001,2,3,8,2170,0,2014
20092,2024-12-12T02:54:13Z,2014,1750000,4,4,4650,7660,2,3,11,3640,1010,2008
